epoch,loss,loss_gfp_pc,loss_irvis,loss_medical,quota_gfp_pc,quota_irvis,quota_medical
1,2.987067048761631,2.772958120794372,2.523787410284554,3.662938266515925,118,120,120
2,2.8359121990658114,2.4083429752951155,2.4631284779127878,3.4158471559071653,111,101,147
3,2.762895866482696,2.4561686859255714,2.3886532077011955,3.2393292862513663,104,106,148
