epoch,lr,loss,content,structure,ssim,rmi,intensity,grad,sec
1,0.001,10.348644456081612,2.8248275250771844,3.7619084655022133,3.6912819852634353,2.5819701695287747,0.242857355548411,0.07062648392605539,75.24703645706177
2,0.0008,6.7525463980221,2.164332071144118,2.2941071634389916,2.269185786344567,2.0851253150370646,0.07920675610705298,0.024921383081498195,74.40656185150146
3,0.00064,5.898673070814638,1.963598291362532,1.9675373897260549,1.9456447448049272,1.8963900247545715,0.06720826660796088,0.02189264883648376,74.32069849967957
4,0.0005120000000000001,5.319993893412952,1.848483074386549,1.735755409513201,1.7157233089816815,1.7861864187112666,0.06229665567528228,0.020032097452453206,74.37237787246704
5,0.0004096000000000001,4.876457704597402,1.7908809221762119,1.5427883912105949,1.5237479258556754,1.7313148668467329,0.059566055329478514,0.019040467065511917,74.43370962142944
6,0.0003276800000000001,4.7201818910053746,1.761347583471023,1.479417153767177,1.4606383406386083,1.7039714189461879,0.05737616452483498,0.01877881831736589,74.43401980400085
7,0.0002621440000000001,4.6103914537415065,1.7703887855943206,1.4200013340735922,1.4014353995420494,1.713895215706602,0.05649356988771838,0.018565936014056206,74.42512607574463
8,0.00020971520000000012,4.635933485527554,1.7617708115773587,1.4370813369750977,1.418659610407693,1.7054833605953672,0.05628745098199163,0.018421714460211142,11.117206811904907
