epoch,lr,loss,content,structure,ssim,rmi,intensity,grad,aux,sec
1,0.001,2.229569463078574,1.9198644479021925,0.10853837390583385,0.048135816421623866,1.9167049417934943,0.0031595061086982117,0.06040255762468096,9.262826946885697,435.68456625938416
2,0.0008,2.123031081158954,1.847036190911689,0.09254336622325902,0.03577720076070472,1.8442565160554072,0.0027796748562819193,0.056766165355796365,9.090815984285795,428.8200991153717
3,0.00064,2.0762388120263244,1.8128175090531786,0.08628992012633098,0.03127113294817204,1.8103876352285688,0.002429873824609812,0.05501878708263867,9.084146495318521,429.9215738773346
4,0.0005120000000000001,2.0582322097111945,1.7996892977960675,0.08404328979742832,0.029479635966489396,1.7973319298745747,0.0023573679214927788,0.05456365381408241,9.04563342967544,431.5572352409363
5,0.0004096000000000001,2.0430814323768227,1.7945293318883213,0.07911921656644183,0.02553560830888705,1.7923477032870374,0.002181628601283866,0.053583608206985225,9.031366948088909,430.8635904788971
6,0.0003276800000000001,2.0306357906191193,1.7849840803519579,0.07770561710067464,0.024728145354833357,1.7828996194273152,0.0020844609246429106,0.052977471810457935,9.024047812725085,429.90455079078674
7,0.0002621440000000001,2.0225924961957724,1.7798971612959331,0.07625048570503476,0.023609066800654024,1.7778879401493934,0.0020092211465395533,0.05264141897742565,9.019436537050733,430.37137389183044
8,0.00020971520000000012,2.0475605988833117,1.792412191468734,0.08245969234458642,0.02840247161427954,1.7901384441086992,0.0022737473600349485,0.05405722080897062,9.022902484393228,429.2915666103363
9,0.0001677721600000001,2.0281934265158568,1.7807450567563485,0.07864575266703222,0.025393033459175766,1.7786240246466176,0.002121032109730954,0.053252719235950645,9.01568666230859,429.6023051738739
10,0.00013421772800000008,2.0156140252523165,1.7715853929859176,0.07694732354529663,0.02400477385628817,1.7694370410440325,0.0021483519418849183,0.052942549663723686,9.0133987199487,430.37096190452576
11,0.00010737418240000007,2.0114752904895745,1.7722988434877878,0.07452690138356538,0.02214974281834621,1.7703146653964608,0.001984178091327029,0.05237715856521917,9.01226463432945,429.85671401023865
12,8.589934592000007e-05,2.006321692045638,1.7628398912314382,0.076689628353216,0.023972035533162805,1.76063595822142,0.0022039330100182717,0.0527175928509568,9.01025460532348,430.6837856769562
13,6.871947673600006e-05,2.0081540934891,1.7657050663442988,0.07618100451218417,0.023499344808483556,1.7635129338966413,0.0021921324476580025,0.05268165970651003,9.008702026413218,430.3010952472687
14,5.497558138880005e-05,1.9987377944693028,1.7572231715514006,0.07571618053865468,0.023022770881652832,1.7550269428436862,0.0021962287077145737,0.052693409603622884,9.00822639465332,430.2296862602234
15,4.3980465111040044e-05,1.9960363633784814,1.7559238317910222,0.07501714551318465,0.022637865122626808,1.7537231077739588,0.0022007240170629086,0.05237928038212958,9.00782425910639,426.6449451446533
16,3.5184372088832036e-05,1.9976932255422335,1.7580832081623914,0.07476683235748321,0.022502601236599425,1.755852192738294,0.002231015424097665,0.05226423115740624,9.007635477621271,424.9164352416992
17,2.814749767106563e-05,2.003176821278156,1.7624556385237504,0.0753224823191245,0.022930678918530678,1.7603740562803123,0.0020815822434384055,0.05239180336688079,9.007622021175978,425.44416999816895
18,2.2517998136852506e-05,1.9991513232046505,1.7593224534929803,0.07487887499199374,0.022572954675550733,1.7572953466264585,0.0020271068665221456,0.05230592032206184,9.007112183721896,424.6327486038208
19,1.8014398509482006e-05,1.9927689598870613,1.750428403935906,0.07613877657671679,0.023672950393653743,1.7482414558832835,0.0021869480526225775,0.05246582625610796,9.006300497558502,424.62715315818787
20,1.4411518807585605e-05,1.9876432995891653,1.750353048190289,0.07361216254273871,0.021352631473972785,1.748401146518267,0.0019519016720220407,0.05225953113057315,9.006592835416262,425.5372760295868
