epoch,lr,loss,content,structure,ssim,rmi,intensity,grad,sec
1,0.001,6.2730320335241325,2.0392022946536374,2.116914869435244,2.0936361702547335,1.9269236937071639,0.11227860094647393,0.02327870380335974,170.06994032859802
2,0.0008,4.418893504787943,1.7894323409473152,1.3147305819203126,1.3008028603752575,1.7392913834220065,0.050140957525309476,0.013927720489931432,168.94304251670837
3,0.00064,4.035851694998224,1.782331718030814,1.1267599884837056,1.113306100274861,1.7301344550371527,0.05219726299366202,0.013453886534714807,168.89419150352478
4,0.0005120000000000001,3.917106958494162,1.7667648088172925,1.0751710748384367,1.0616755258640853,1.7150435944583022,0.05172121435899028,0.013495547466227656,168.94165229797363
5,0.0004096000000000001,3.8548877995408577,1.7747807448592818,1.040053527340788,1.02652972522459,1.7228667412125662,0.05191400364671589,0.0135238009119502,168.84944653511047
6,0.0003276800000000001,3.7793574495323927,1.7729743621926737,1.003191543669859,0.989785895066679,1.7215672468331729,0.051407115359500814,0.013405650623390322,168.87295079231262
7,0.0002621440000000001,3.738725181505705,1.7681979661992087,0.9852636076532462,0.9717118529394674,1.7164374031744474,0.05176056302476145,0.013551754181996393,168.92598676681519
8,0.00020971520000000012,3.6994493820937073,1.7734891042309289,0.9629801389313897,0.9495347894930768,1.7215242501465455,0.051964854084382964,0.013445349649337664,168.8756866455078
