epoch,lr,loss,content,structure,ssim,rmi,intensity,grad,aux,sec
1,0.001,2.925238361244892,2.128248555234432,0.33629108861467955,0.2996511860460071,2.086432892345545,0.04181566288888728,0.036639902512494625,12.440763133747414,599.5632219314575
2,0.0008,2.506588867388851,1.9551480321229193,0.21481496585106422,0.1893984133291649,1.936830258947529,0.018317773175389837,0.025416552473621533,12.181090629067093,596.5110201835632
3,0.00064,2.4013842549874984,1.913285094480753,0.18337773770430985,0.15917720118297035,1.8973195493090864,0.01596554517166638,0.024200536315061652,12.134368772443795,596.6915273666382
4,0.0005120000000000001,2.358334237385572,1.9012634988168482,0.16806554765871512,0.1443035437406851,1.8864321238010644,0.014831375015783672,0.023762003796896657,12.09396459739462,596.3373515605927
5,0.0004096000000000001,2.278178909794006,1.8824278643898813,0.13755540873128552,0.11423390716117693,1.8686613203345248,0.01376654405535693,0.023321501687730853,12.064023056533626,597.1059081554413
6,0.0003276800000000001,2.2445244646270894,1.8721380411687256,0.12596140462382013,0.10285064580865226,1.8595079516548532,0.012630089513872357,0.023110758814290096,12.046361693113509,597.5503549575806
7,0.0002621440000000001,2.205869745724301,1.862945569566373,0.11126669852324637,0.08845052294412051,1.8510553701102916,0.011890199456081272,0.022816175643203675,12.039078182144957,597.3357405662537
8,0.00020971520000000012,2.164381968942437,1.842767119834279,0.10066977689967865,0.07807098718098489,1.8313633270100451,0.011403792824233644,0.022598789801204913,12.027529809072712,597.3932485580444
9,0.0001677721600000001,2.165969883055963,1.8543574472331337,0.0956747572479329,0.07313014155395968,1.8435382866263197,0.010819160606813925,0.02254461563955097,12.02629240271508,597.2804462909698
10,0.00013421772800000008,2.1452552747956277,1.8440846436338925,0.09049279980438706,0.06801600674207653,1.8336100138303504,0.01047462980354224,0.02247679305353275,12.018503429078471,597.3505194187164
11,0.00010737418240000007,2.129406645332477,1.8345304786402599,0.08736110303435092,0.06510420501737747,1.8242531794563837,0.010277299183876404,0.022256898116162372,12.015396336583345,597.7665498256683
12,8.589934592000007e-05,2.1312775093163085,1.8421693009593703,0.08449616280018328,0.06228545372717567,1.8325846385297067,0.009584662429663606,0.022210709107240958,12.011588533457218,597.8576850891113
13,6.871947673600006e-05,2.1280873912298888,1.8402888733661067,0.08385202637632201,0.06160149812473653,1.8304053484994178,0.009883524866688656,0.022250528280552156,12.009446775991888,597.5736668109894
14,5.497558138880005e-05,2.117426927557361,1.8341412388326113,0.0816060729802329,0.059409402093159265,1.8242111352417891,0.009930103590822113,0.022196670984507002,12.00735455296379,597.7535722255707
15,4.3980465111040044e-05,2.116675181007789,1.833916988895077,0.08134710145491007,0.05917543425636399,1.8242806194714014,0.009636369423675689,0.022171667210834977,12.006399188819188,597.6718347072601
16,3.5184372088832036e-05,2.1046364094803103,1.8254606936099778,0.07956389253511392,0.057466818632436856,1.8158631803882002,0.00959751322177747,0.02209707389477707,12.004793359467042,597.7506923675537
17,2.814749767106563e-05,2.0941061151308085,1.816065571349378,0.07899934261629989,0.056963108824065675,1.8066205752565818,0.009444996092795912,0.022036233855434233,12.004186125098254,597.7932891845703
18,2.2517998136852506e-05,2.0981970501089062,1.8161429998196914,0.08100708892514524,0.05890294215681416,1.8064759580617695,0.009667041757921746,0.02210414671654217,12.00398751635466,597.7179579734802
19,1.8014398509482006e-05,2.109422689373263,1.8315221699145918,0.07893313035635764,0.05688631399749698,1.8220259792765097,0.00949619063808215,0.0220468164211829,12.003426134754868,598.0152339935303
20,1.4411518807585605e-05,2.0992650752025668,1.8221245924550362,0.07855638201215939,0.05647493700841819,1.812557006670682,0.00956758578435424,0.02208144501251898,12.002772149671147,597.8580129146576
