epoch,loss,loss_content,loss_structure,loss_ssim_gfp,loss_ssim_pci,loss_RMI_gfp,loss_RMI_pci,loss_intensity_gfp,loss_intensity_pci,loss_grad
1.0,1.155204167480216,2.476284679449519,1.155204167480216,0.8799928631147612,0.26595982934307794,0.7159829836578772,1.6826897145906836,0.14479995117214023,0.010424011227327473,0.009251474905233962
2.0,1.0509712775764257,2.831667696525871,1.0509712775764257,0.8794857114553452,0.16331668079871198,0.7176296695616639,2.0373013045906214,0.14471549070440232,0.008757954072382784,0.008168885651858823
3.0,1.0391132417418387,2.9715410862487364,1.0391132417418387,0.8794695474936263,0.15160745587199925,0.7177272632842533,2.176986958093772,0.14496776297253192,0.008685966747426076,0.008036239076128644
4.0,1.0315514657362972,3.0655282483270025,1.0315514657362972,0.8796184314171905,0.14387277625501155,0.7177469329390775,2.2710928248825883,0.14495901766678562,0.008417963410465745,0.008060257803536724
5.0,1.0259446019428256,3.0950765687217396,1.0259446019428256,0.8798576069428868,0.13802921155710582,0.7178127433644653,2.3006281581951487,0.14519105509996577,0.00808027920984436,0.008057783646512214
6.0,1.0195864773719856,3.110935583047797,1.0195864773719856,0.8800265505504997,0.13154798938042445,0.7177799484961673,2.316727802091707,0.14519002208253368,0.007665642846231312,0.008011937426857439
7.0,1.0149447377204248,3.1035302076803544,1.0149447377204248,0.8802303063156812,0.12666102548980196,0.7177938550523134,2.3093606622210103,0.1454006048197777,0.007350776066565508,0.00805340599072224
8.0,1.0089239281764173,3.0870976795969005,1.0089239281764173,0.880163279807438,0.12074119826049909,0.7177859920270088,2.2930751884213834,0.14549922751232414,0.006973770704273055,0.00801945030920172
9.0,1.00210386250654,3.0574822474769285,1.00210386250654,0.8803504104523555,0.11376169389518706,0.7178984736028954,2.2633050870370317,0.14606616957791393,0.0064912039833781975,0.00799175789375706
10.0,0.9968555949304415,3.0159284347001623,0.9968555949304415,0.8801668585804494,0.10863689099155042,0.7179625572891599,2.2215739554365883,0.14661100834162663,0.006172835558067183,0.00805184538324323
