epoch,lr,loss,content,structure,ssim,rmi,intensity,grad,aux,sec
1,0.001,10.20680353300485,2.886904061860187,3.6599497355723307,3.6273922862603225,2.8148554132198087,0.07204864864037837,0.032557450282722264,11.460821215119607,201.3547327518463
2,0.0008,9.49792059285338,2.878935243895469,3.3094926744789515,3.2890050656125625,2.8205323832851423,0.05840286061032661,0.020487606075235004,12.06127471001847,198.40947079658508
3,0.00064,9.434148828544917,2.891682582795715,3.271233122874603,3.250518601466522,2.8326861304338298,0.05899645236188551,0.02071452377718561,12.193412239097757,198.35053992271423
4,0.0005120000000000001,9.38737321817331,2.8875725361054365,3.2499003410339355,3.229115322637414,2.8286751998976785,0.0588973362077579,0.02078501734983885,12.194366273563073,198.19121503829956
5,0.0004096000000000001,9.363788406829345,2.8880638653006354,3.237862270764354,3.217019969242937,2.829001198255917,0.0590626670447181,0.0208422970758284,12.140067443386666,198.35958409309387
6,0.0003276800000000001,9.353533378168319,2.8842951372549956,3.234619120456661,3.2138298991223477,2.8247201441021823,0.05957499315281289,0.02078922605564047,12.170802672463962,198.30417251586914
