epoch,lr,loss,content,structure,ssim,rmi,intensity,grad,aux,sec
1,0.001,2.2741803252261303,1.9775923634314094,0.08719358022772843,0.05132099460153019,1.9735674559268896,0.004024907504520056,0.035872585723825574,12.220080403720631,637.1468288898468
2,0.0008,2.175795720879799,1.9097058067632355,0.07266649991824527,0.03792002307164004,1.9062204498728121,0.0034853568904234943,0.03474647687469942,12.07569169494721,632.0605504512787
3,0.00064,2.1651584630609686,1.9040414634928609,0.07029408430413737,0.03581307403642128,1.9004319591278283,0.0036095043650322955,0.034481010231896,12.052883371868106,632.3046345710754
4,0.0005120000000000001,2.1369578529645312,1.8867003211401954,0.06494089380063982,0.030791473604435297,1.883327094295179,0.003373226845016433,0.034149420199013944,12.037574690391574,632.1683106422424
5,0.0004096000000000001,2.1225100462230193,1.8722302001542153,0.06502245981414798,0.03095864188796974,1.8688349756574494,0.003395224496765943,0.0340638179205594,12.023492897977297,631.9897379875183
6,0.0003276800000000001,2.0996302845388213,1.8492430201175796,0.06510578305074217,0.031094833826407407,1.8457141537826958,0.0035288663348841494,0.03401094919483586,12.017570099319988,631.7170894145966
7,0.0002621440000000001,2.096228055811303,1.8461297885726762,0.06499156347851004,0.031082060991549025,1.8424992786478822,0.003630509924794636,0.033909502504519885,12.011514288267938,631.4663226604462
8,0.00020971520000000012,2.0883309349447368,1.8393060515151674,0.06446729973239507,0.0305479777524554,1.8356681677708646,0.003637883744302113,0.033919322008736215,12.00902866130501,631.6066703796387
9,0.0001677721600000001,2.0815807507621904,1.833422672503571,0.06404464591019204,0.030372432094533698,1.829895524483968,0.0035271480196028483,0.033672213788968855,12.006878905346671,631.4016015529633
10,0.00013421772800000008,2.079067042676542,1.8330180298843934,0.06299800318448072,0.029484890255273555,1.82954580821818,0.003472221666213222,0.033513112899708264,12.005300910943953,631.3410437107086
11,0.00010737418240000007,2.073848798366757,1.8223960704576203,0.06570501886813888,0.03195838987557597,1.818768877432776,0.0036271930248444957,0.033746629068417244,12.004269279146266,631.3738296031952
12,8.589934592000007e-05,2.057961060569305,1.8103539638879895,0.06378551926548125,0.03006447710063123,1.8067734726956624,0.0035804911923270283,0.03372104220418189,12.003606078491671,631.1405420303345
13,6.871947673600006e-05,2.0659382212105735,1.8192266033944846,0.06334180878770297,0.029651674210216125,1.8156607838960002,0.0035658194984846325,0.03369013455220207,12.002800292738602,630.9949033260345
14,5.497558138880005e-05,2.066256418918439,1.8214100408235658,0.06241201267185794,0.02884208976233527,1.8178926022113298,0.003517438612236019,0.03356992294042628,12.002235535582805,631.0580408573151
15,4.3980465111040044e-05,2.0555039021896513,1.810327155723227,0.06257791939257541,0.029051715342347618,1.8069823094648285,0.0033448462583985723,0.03352620405514428,12.00209103378595,631.1408951282501
16,3.5184372088832036e-05,2.0595713445015926,1.8114192998225955,0.06406645374976627,0.03053798404034806,1.8078661624849979,0.0035531373375977233,0.033528469707311145,12.001913988392458,631.5780041217804
17,2.814749767106563e-05,2.0542763264914963,1.8104528406660785,0.06190281097958395,0.028392065794039995,1.807059378148899,0.0033934625171790065,0.03351074511249905,12.001786652014086,630.7450470924377
18,2.2517998136852506e-05,2.055135919067078,1.8145581745166721,0.060281386589111696,0.02696651903572485,1.811331936841494,0.0032262376751787582,0.033314867542149164,12.001497401011655,631.290299654007
19,1.8014398509482006e-05,2.0505479449069193,1.807578460190895,0.061478352014025954,0.028092024912481754,1.8042397691426213,0.003338691048273363,0.033386327178803236,12.001278333534483,631.0719165802002
20,1.4411518807585605e-05,2.046914594779673,1.8042739479982908,0.061313352862240954,0.02810196872929822,1.8010931650184574,0.0031807829798332684,0.0332113841785958,12.001394367505702,631.0992093086243
