epoch,lr,loss,content,structure,ssim,rmi,intensity,grad,sec
1,0.001,8.663336063105609,2.6065086010085103,3.0284137310485493,2.9798324453345253,2.377522337278238,0.22898626373027245,0.04858128667905994,168.0736382007599
2,0.0008,4.614848166879946,1.7856468688178653,1.4146006490310392,1.3993532762807959,1.7335490767507262,0.052097792067139395,0.01524737317165638,167.26792979240417
3,0.00064,4.284608958510875,1.7655126125878087,1.2595481729615328,1.2452118582854983,1.7158363202184053,0.04967629236940345,0.014336316934807808,167.12200450897217
4,0.0005120000000000001,4.220125072768154,1.7785145023611286,1.2208052852035107,1.2069031132292425,1.7290704659967087,0.049444036364420504,0.01390217481459158,167.22430968284607
5,0.0004096000000000001,4.066614473630243,1.7702538563205712,1.148180308654837,1.1346314840726723,1.721306494386332,0.048947361934238966,0.013548824232391912,167.1858537197113
6,0.0003276800000000001,4.062887234695772,1.7678982664420972,1.1474944841268375,1.134114946445189,1.7186387261416682,0.049259540300428596,0.013379535958069752,167.17010498046875
