epoch,lr,loss,content,structure,ssim,rmi,intensity,grad,aux,sec
1,0.001,4.894534609545479,1.2151398249892285,1.8396973922781275,1.7768861041888933,1.0792952808230096,0.13584454416621863,0.06281128937032968,0.0,218.40747141838074
2,0.0008,4.246165945128456,1.0088111260766355,1.6186774095259102,1.581482587626617,0.975238624917156,0.03357250115947958,0.03719482265783651,0.0,217.74009656906128
3,0.00064,4.036472697379676,0.9716371727127707,1.5324177623334514,1.498432339855988,0.9377902490695956,0.03384692364317529,0.03398542200548077,0.0,217.6775562763214
4,0.0005120000000000001,3.9635923220154283,0.9491643240681497,1.5072139989736393,1.474919991795294,0.9167002223240167,0.03246410174413302,0.03229400521456117,0.0,217.7068383693695
5,0.0004096000000000001,3.927292796490673,0.9426777915110273,1.4923075024898236,1.4610164845151599,0.9114217951674531,0.03125599634357437,0.03129102021658043,0.0,217.83623361587524
6,0.0003276800000000001,3.907463851504248,0.9343478770822968,1.486557987210977,1.456092470371885,0.9038592858119525,0.03048859127034429,0.03046551632075423,0.0,217.8153157234192
7,0.0002621440000000001,3.8961766268360516,0.9295742334311171,1.4833011967024652,1.4532289445669941,0.8996325189654315,0.02994171446568556,0.03007225380426618,0.0,217.77420711517334
8,0.00020971520000000012,3.881276763373548,0.9257251730581918,1.4777757951576784,1.448034952938287,0.8956106518289063,0.03011452122928566,0.029740842918937024,0.0,217.81024503707886
9,0.0001677721600000001,3.8751275656412365,0.9263576450892979,1.4743849602759693,1.4449611427557414,0.8973616088467053,0.028996036242592525,0.02942382049961732,0.0,217.74167346954346
10,0.00013421772800000008,3.867588194204076,0.921240585378874,1.4731738044126002,1.4437443743464093,0.8922587096052536,0.028981875773620415,0.029429427504000082,0.0,217.7361114025116
11,0.00010737418240000007,3.854281408170981,0.9140942592525917,1.4700935744591968,1.4411733110026537,0.88463895880257,0.029455300450021597,0.028920265445612135,0.0,217.71807718276978
12,8.589934592000007e-05,3.8619679153498465,0.9169369439996674,1.4725154856750868,1.4436455120867733,0.8883832799538126,0.028553664045855066,0.028869972855054955,0.0,217.72364592552185
13,6.871947673600006e-05,3.841986239239799,0.9110448953928947,1.4654706719234518,1.4367349110038032,0.8828865444472545,0.028158350945640002,0.028735761821472267,0.0,217.65398597717285
14,5.497558138880005e-05,3.845769628298731,0.9104530893801189,1.4676582694593059,1.4390365009394166,0.881825814957023,0.028627274423095976,0.028621768772736932,0.0,217.776540517807
15,4.3980465111040044e-05,3.846814515053915,0.9135771738592452,1.4666186705973354,1.4380741291995502,0.8854570030082644,0.02812017085098101,0.02854454018833006,0.0,217.77950286865234
16,3.5184372088832036e-05,3.844832924213438,0.912163382258982,1.4663347709772274,1.4377518959714277,0.8837954182991606,0.028367963959821142,0.02858287519122141,0.0,217.72852206230164
